Jahr,Land,Schule,Klassenstufe,Klasse,Name,Team,Achtung Stromschnellen!,Armband auffädeln,Ballon-Maschine,Baumtouren,Baustein-Maschine,Bebrasien,Bergseen,Biber Jones,Biber-Mail-Adressen,Biberholz,Biberone,Bilder verschlüsseln,Blumentöpfe,Brennende Kerzen,Bälle,Der Drachen ist weg!,Der Nächste bitte!,Ein Tag im Nebel,Entdecke Seoul!,Erkundung,Frowny,Gleiche Buchstaben,Happy Birthday,Helligkeitskarte,Hin und Her,Kurierdienst,Mehltransport,Parkplätze,Pip der Pirat,Prüfbiber,Prüfungsplan,Schatzkarte,"Schere, Stein, Papier",Schwarz - Weiss,Sonnige Tage,Stammbaum,Superbebras,Um die Felsen,Umstapeln,Wortketten,Zettel-Wirtschaft,ÖV
2024,,,Schuljahre 9 und 10,PTI,rfjiy,,0.0,9.0,-3.0,6.0,12.0,,,,,,,12.0,,,12.0,,6.0,,,0.0,0.0,9.0,-2.0,,,,,,9.0,,,0.0,,,-4.0,,-2.0,,0.0,-3.0,-2.0,
2024,,,Schuljahre 9 und 10,PTI,rwdlj,,0.0,9.0,0.0,-2.0,0.0,,,,,,,-4.0,,,0.0,,6.0,,,0.0,0.0,-3.0,-2.0,,,,,,-3.0,,,-4.0,,,12.0,,0.0,,0.0,0.0,6.0,
2024,,,Schuljahre 9 und 10,PTI,tseqa,,0.0,0.0,0.0,-2.0,0.0,,,,,,,12.0,,,0.0,,6.0,,,0.0,0.0,-3.0,6.0,,,,,,-3.0,,,0.0,,,-4.0,,-2.0,,0.0,-3.0,-2.0,
2024,,,Schuljahre 9 und 10,PTI,udcte,,0.0,9.0,9.0,-2.0,-4.0,,,,,,,0.0,,,0.0,,6.0,,,0.0,0.0,-3.0,-2.0,,,,,,0.0,,,-4.0,,,12.0,,0.0,,0.0,0.0,0.0,
2024,,,Schuljahre 9 und 10,PTI,utbsa,,0.0,9.0,9.0,6.0,12.0,,,,,,,-4.0,,,-4.0,,6.0,,,0.0,0.0,-3.0,6.0,,,,,,-3.0,,,-4.0,,,12.0,,6.0,,0.0,-3.0,6.0,
2024,,,Schuljahre 9 und 10,PTI,vjsai,,0.0,9.0,9.0,6.0,12.0,,,,,,,12.0,,,0.0,,6.0,,,0.0,0.0,-3.0,-2.0,,,,,,0.0,,,12.0,,,12.0,,6.0,,0.0,9.0,6.0,
2024,,,Schuljahre 9 und 10,PTI,vkbed,,0.0,-3.0,0.0,-2.0,-4.0,,,,,,,0.0,,,0.0,,-2.0,,,0.0,0.0,-3.0,-2.0,,,,,,-3.0,,,-4.0,,,12.0,,-2.0,,0.0,-3.0,-2.0,
2024,,,Schuljahre 9 und 10,PTI,vmbig,,0.0,0.0,0.0,-2.0,-4.0,,,,,,,0.0,,,-4.0,,-2.0,,,0.0,0.0,-3.0,-2.0,,,,,,9.0,,,-4.0,,,-4.0,,6.0,,0.0,0.0,-2.0,
2024,,,Schuljahre 9 und 10,PTI,vujhm,,0.0,0.0,0.0,-2.0,0.0,,,,,,,0.0,,,-4.0,,6.0,,,0.0,0.0,0.0,6.0,,,,,,9.0,,,-4.0,,,12.0,,6.0,,0.0,9.0,-2.0,
2024,,,Schuljahre 9 und 10,PTI,xfvcu,,0.0,-3.0,0.0,-2.0,12.0,,,,,,,-4.0,,,0.0,,-2.0,,,0.0,0.0,9.0,-2.0,,,,,,-3.0,,,-4.0,,,12.0,,6.0,,0.0,9.0,-2.0,
2024,,,Schuljahre 9 und 10,PTI,yesbo,,0.0,9.0,-3.0,-2.0,0.0,,,,,,,0.0,,,0.0,,6.0,,,0.0,0.0,-3.0,-2.0,,,,,,0.0,,,0.0,,,12.0,,0.0,,0.0,9.0,6.0,
2024,,,Schuljahre 9 und 10,RPS,bycoq,,0.0,9.0,0.0,-2.0,12.0,,,,,,,0.0,,,12.0,,6.0,,,0.0,0.0,-3.0,0.0,,,,,,0.0,,,-4.0,,,12.0,,6.0,,0.0,-3.0,0.0,
2024,,,Schuljahre 9 und 10,RPS,dxhym,,0.0,9.0,9.0,6.0,12.0,,,,,,,0.0,,,0.0,,6.0,,,0.0,0.0,-3.0,-2.0,,,,,,-3.0,,,12.0,,,12.0,,6.0,,0.0,-3.0,-2.0,
2024,,,Schuljahre 9 und 10,RPS,fmgzi,,0.0,9.0,9.0,6.0,12.0,,,,,,,0.0,,,12.0,,-2.0,,,0.0,0.0,-3.0,-2.0,,,,,,9.0,,,0.0,,,12.0,,6.0,,0.0,0.0,6.0,
2024,,,Schuljahre 9 und 10,RPS,gborf,,0.0,9.0,9.0,6.0,12.0,,,,,,,0.0,,,0.0,,6.0,,,0.0,0.0,9.0,6.0,,,,,,-3.0,,,-4.0,,,-4.0,,6.0,,0.0,-3.0,6.0,
2024,,,Schuljahre 9 und 10,RPS,gcytw,,0.0,9.0,0.0,-2.0,0.0,,,,,,,0.0,,,12.0,,6.0,,,0.0,0.0,-3.0,-2.0,,,,,,0.0,,,12.0,,,12.0,,0.0,,0.0,0.0,6.0,
2024,,,Schuljahre 9 und 10,RPS,kogle,,0.0,9.0,9.0,6.0,12.0,,,,,,,0.0,,,0.0,,-2.0,,,0.0,0.0,-3.0,6.0,,,,,,-3.0,,,-4.0,,,12.0,,-2.0,,0.0,-3.0,6.0,
2024,,,Schuljahre 9 und 10,RPS,kyeqr,,0.0,9.0,9.0,6.0,12.0,,,,,,,0.0,,,12.0,,6.0,,,0.0,0.0,9.0,-2.0,,,,,,-3.0,,,0.0,,,12.0,,6.0,,0.0,9.0,-2.0,
2024,,,Schuljahre 9 und 10,RPS,ljtwe,,0.0,9.0,-3.0,6.0,12.0,,,,,,,-4.0,,,-4.0,,6.0,,,0.0,0.0,-3.0,-2.0,,,,,,-3.0,,,-4.0,,,12.0,,-2.0,,0.0,-3.0,6.0,
2024,,,Schuljahre 9 und 10,RPS,mwpfq,,0.0,9.0,9.0,6.0,0.0,,,,,,,0.0,,,0.0,,6.0,,,0.0,0.0,-3.0,6.0,,,,,,9.0,,,12.0,,,12.0,,0.0,,0.0,9.0,6.0,
2024,,,Schuljahre 9 und 10,RPS,ohaxz,,0.0,9.0,9.0,6.0,12.0,,,,,,,12.0,,,0.0,,6.0,,,0.0,0.0,9.0,-2.0,,,,,,-3.0,,,12.0,,,12.0,,-2.0,,0.0,-3.0,6.0,
2024,,,Schuljahre 9 und 10,RPS,qgpan,,0.0,9.0,9.0,-2.0,0.0,,,,,,,0.0,,,0.0,,6.0,,,0.0,0.0,-3.0,-2.0,,,,,,9.0,,,12.0,,,0.0,,6.0,,0.0,0.0,6.0,
2024,,,Schuljahre 9 und 10,RPS,qmgrv,,0.0,9.0,-3.0,-2.0,-4.0,,,,,,,-4.0,,,-4.0,,-2.0,,,0.0,0.0,-3.0,-2.0,,,,,,9.0,,,-4.0,,,12.0,,-2.0,,0.0,-3.0,6.0,
2024,,,Schuljahre 9 und 10,RPS,rcnwh,,0.0,9.0,0.0,0.0,12.0,,,,,,,0.0,,,0.0,,6.0,,,0.0,0.0,0.0,-2.0,,,,,,0.0,,,-4.0,,,12.0,,6.0,,0.0,-3.0,-2.0,
2024,,,Schuljahre 9 und 10,RPS,sodkh,,0.0,9.0,0.0,-2.0,0.0,,,,,,,0.0,,,0.0,,6.0,,,0.0,0.0,-3.0,6.0,,,,,,9.0,,,0.0,,,12.0,,0.0,,0.0,0.0,0.0,
2024,,,Schuljahre 9 und 10,RPS,uchxi,,0.0,0.0,-3.0,6.0,-4.0,,,,,,,0.0,,,-4.0,,-2.0,,,0.0,0.0,-3.0,6.0,,,,,,-3.0,,,0.0,,,-4.0,,0.0,,0.0,-3.0,6.0,
2024,,,Schuljahre 9 und 10,RPS,uvbcr,,0.0,9.0,9.0,-2.0,12.0,,,,,,,0.0,,,0.0,,6.0,,,0.0,0.0,9.0,6.0,,,,,,9.0,,,12.0,,,12.0,,6.0,,0.0,9.0,6.0,
2024,,,Schuljahre 9 und 10,RPS,wlrmx,,0.0,9.0,0.0,6.0,0.0,,,,,,,0.0,,,12.0,,6.0,,,0.0,0.0,-3.0,-2.0,,,,,,-3.0,,,-4.0,,,12.0,,0.0,,0.0,0.0,6.0,
2024,,,Schuljahre 9 und 10,RPS,wujvq,,0.0,9.0,0.0,0.0,12.0,,,,,,,-4.0,,,0.0,,6.0,,,0.0,0.0,-3.0,6.0,,,,,,9.0,,,0.0,,,12.0,,0.0,,0.0,-3.0,-2.0,
2024,,,Schuljahre 9 und 10,RPS,xadfw,,0.0,0.0,0.0,-2.0,-4.0,,,,,,,0.0,,,-4.0,,0.0,,,0.0,0.0,9.0,-2.0,,,,,,9.0,,,-4.0,,,-4.0,,-2.0,,0.0,-3.0,6.0,
2024,,,Schuljahre 9 und 10,RPS,xfbqc,,0.0,9.0,-3.0,6.0,-4.0,,,,,,,0.0,,,0.0,,6.0,,,0.0,0.0,-3.0,-2.0,,,,,,9.0,,,-4.0,,,0.0,,6.0,,0.0,-3.0,6.0,
2024,,,Schuljahre 9 und 10,RPS,yhmjf,,0.0,9.0,-3.0,-2.0,12.0,,,,,,,0.0,,,-4.0,,6.0,,,0.0,0.0,9.0,6.0,,,,,,-3.0,,,-4.0,,,12.0,,6.0,,0.0,0.0,6.0,
2025,,,"Schuljahre 11, 12 und 13",DET,etciu,garn,,,,,,,-3.0,0.0,0.0,,0.0,,,6.0,,6.0,,,0.0,,,,,6.0,0.0,6.0,6.0,0.0,,-4.0,0.0,,0.0,-3.0,,,,,,,,-3.0
2025,,,"Schuljahre 11, 12 und 13",DET,ewuta,v2zg,,,,,,,0.0,0.0,0.0,,0.0,,,6.0,,-2.0,,,0.0,,,,,6.0,0.0,-2.0,-2.0,12.0,,0.0,0.0,,0.0,-3.0,,,,,,,,0.0
2025,,,"Schuljahre 11, 12 und 13",DET,faelc,,,,,,,,-3.0,0.0,0.0,,0.0,,,6.0,,6.0,,,0.0,,,,,6.0,0.0,6.0,6.0,0.0,,0.0,0.0,,0.0,-3.0,,,,,,,,-3.0
2025,,,"Schuljahre 11, 12 und 13",DET,fagbv,,,,,,,,9.0,0.0,0.0,,0.0,,,6.0,,-2.0,,,0.0,,,,,0.0,0.0,6.0,6.0,12.0,,0.0,0.0,,0.0,-3.0,,,,,,,,0.0
2025,,,"Schuljahre 11, 12 und 13",DET,fpvyz,,,,,,,,-3.0,0.0,0.0,,0.0,,,6.0,,6.0,,,0.0,,,,,6.0,0.0,6.0,-2.0,12.0,,0.0,0.0,,0.0,0.0,,,,,,,,0.0
2025,,,"Schuljahre 11, 12 und 13",DET,grezt,v2zg,,,,,,,0.0,0.0,0.0,,0.0,,,6.0,,-2.0,,,0.0,,,,,6.0,0.0,-2.0,-2.0,12.0,,0.0,0.0,,0.0,-3.0,,,,,,,,0.0
2025,,,"Schuljahre 11, 12 und 13",DET,ijglk,,,,,,,,9.0,0.0,-3.0,,9.0,,,6.0,,0.0,,,0.0,,,,,6.0,0.0,-2.0,0.0,12.0,,12.0,-4.0,,12.0,0.0,,,,,,,,-3.0
2025,,,"Schuljahre 11, 12 und 13",DET,kolvs,pahg,,,,,,,-3.0,0.0,-3.0,,0.0,,,6.0,,0.0,,,0.0,,,,,6.0,0.0,0.0,6.0,12.0,,0.0,0.0,,0.0,-3.0,,,,,,,,0.0
2025,,,"Schuljahre 11, 12 und 13",DET,kpmds,,,,,,,,-3.0,-4.0,0.0,,0.0,,,6.0,,6.0,,,0.0,,,,,6.0,0.0,6.0,6.0,12.0,,0.0,0.0,,0.0,9.0,,,,,,,,0.0
2025,,,"Schuljahre 11, 12 und 13",DET,kzbsi,eo85,,,,,,,-3.0,0.0,0.0,,-3.0,,,6.0,,6.0,,,0.0,,,,,-2.0,0.0,-2.0,0.0,12.0,,-4.0,-4.0,,12.0,0.0,,,,,,,,0.0
2025,,,"Schuljahre 11, 12 und 13",DET,tyxfb,6od8,,,,,,,0.0,0.0,0.0,,0.0,,,6.0,,-2.0,,,0.0,,,,,-2.0,0.0,6.0,-2.0,0.0,,0.0,0.0,,-4.0,0.0,,,,,,,,0.0
2025,,,"Schuljahre 11, 12 und 13",DET,vnari,eo85,,,,,,,-3.0,0.0,0.0,,-3.0,,,6.0,,6.0,,,0.0,,,,,-2.0,0.0,-2.0,0.0,12.0,,-4.0,-4.0,,12.0,0.0,,,,,,,,0.0
2025,,,"Schuljahre 11, 12 und 13",DET,vqbjf,6od8,,,,,,,0.0,0.0,0.0,,0.0,,,6.0,,-2.0,,,0.0,,,,,-2.0,0.0,6.0,-2.0,0.0,,0.0,0.0,,-4.0,0.0,,,,,,,,0.0
2025,,,"Schuljahre 11, 12 und 13",DET,xkjrl,qh34,,,,,,,9.0,0.0,-3.0,,0.0,,,6.0,,-2.0,,,0.0,,,,,6.0,0.0,6.0,6.0,12.0,,0.0,0.0,,0.0,9.0,,,,,,,,0.0
2025,,,"Schuljahre 11, 12 und 13",DET,yburv,pw5v,,,,,,,-3.0,-4.0,9.0,,0.0,,,6.0,,-2.0,,,0.0,,,,,6.0,0.0,6.0,-2.0,12.0,,0.0,0.0,,-4.0,-3.0,,,,,,,,-3.0
2025,,,"Schuljahre 11, 12 und 13",DET,yqtem,pahg,,,,,,,-3.0,0.0,-3.0,,0.0,,,6.0,,0.0,,,0.0,,,,,6.0,0.0,0.0,6.0,12.0,,0.0,0.0,,0.0,-3.0,,,,,,,,0.0
2025,,,"Schuljahre 11, 12 und 13",DET,zjuqc,qh34,,,,,,,9.0,0.0,-3.0,,0.0,,,6.0,,-2.0,,,0.0,,,,,6.0,0.0,6.0,6.0,12.0,,0.0,0.0,,0.0,9.0,,,,,,,,0.0
2025,,,"Schuljahre 11, 12 und 13",DET,zlwoq,pw5v,,,,,,,-3.0,-4.0,9.0,,0.0,,,6.0,,-2.0,,,0.0,,,,,6.0,0.0,6.0,-2.0,12.0,,0.0,0.0,,-4.0,-3.0,,,,,,,,-3.0
2025,,,"Schuljahre 11, 12 und 13",DET,ztvrs,garn,,,,,,,-3.0,0.0,0.0,,0.0,,,6.0,,6.0,,,0.0,,,,,6.0,0.0,6.0,6.0,0.0,,-4.0,0.0,,0.0,-3.0,,,,,,,,-3.0
2025,,,"Schuljahre 11, 12 und 13",IGQ,aumnw,,,,,,,,-3.0,0.0,9.0,,0.0,,,-2.0,,-2.0,,,0.0,,,,,-2.0,0.0,-2.0,-2.0,0.0,,0.0,0.0,,-4.0,-3.0,,,,,,,,-3.0
2025,,,"Schuljahre 11, 12 und 13",IGQ,cgxvl,,,,,,,,0.0,-4.0,0.0,,0.0,,,6.0,,-2.0,,,0.0,,,,,6.0,0.0,6.0,0.0,12.0,,0.0,0.0,,12.0,0.0,,,,,,,,-3.0
2025,,,"Schuljahre 11, 12 und 13",IGQ,cxvoa,,,,,,,,-3.0,0.0,0.0,,-3.0,,,6.0,,-2.0,,,0.0,,,,,6.0,0.0,-2.0,6.0,12.0,,-4.0,0.0,,0.0,0.0,,,,,,,,0.0
2025,,,"Schuljahre 11, 12 und 13",IGQ,gkvyj,,,,,,,,-3.0,-4.0,-3.0,,-3.0,,,-2.0,,-2.0,,,0.0,,,,,-2.0,0.0,6.0,-2.0,0.0,,-4.0,0.0,,12.0,-3.0,,,,,,,,-3.0
2025,,,"Schuljahre 11, 12 und 13",IGQ,jrdhs,,,,,,,,-3.0,-4.0,9.0,,-3.0,,,6.0,,-2.0,,,0.0,,,,,-2.0,0.0,-2.0,-2.0,-4.0,,-4.0,-4.0,,-4.0,-3.0,,,,,,,,-3.0
2025,,,"Schuljahre 11, 12 und 13",IGQ,lsvgi,,,,,,,,-3.0,0.0,0.0,,-3.0,,,6.0,,-2.0,,,0.0,,,,,0.0,0.0,0.0,0.0,-4.0,,0.0,0.0,,12.0,-3.0,,,,,,,,0.0
2025,,,"Schuljahre 11, 12 und 13",IGQ,mhubi,,,,,,,,0.0,0.0,0.0,,0.0,,,6.0,,-2.0,,,0.0,,,,,6.0,0.0,-2.0,-2.0,0.0,,0.0,0.0,,0.0,-3.0,,,,,,,,-3.0
2025,,,"Schuljahre 11, 12 und 13",IGQ,nbyls,,,,,,,,-3.0,0.0,-3.0,,-3.0,,,6.0,,-2.0,,,0.0,,,,,6.0,0.0,-2.0,6.0,12.0,,-4.0,0.0,,-4.0,0.0,,,,,,,,-3.0
2025,,,"Schuljahre 11, 12 und 13",IGQ,plcmn,,,,,,,,0.0,0.0,0.0,,0.0,,,6.0,,-2.0,,,0.0,,,,,0.0,0.0,-2.0,6.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,-3.0
2025,,,"Schuljahre 11, 12 und 13",IGQ,qalpy,,,,,,,,9.0,-4.0,9.0,,-3.0,,,6.0,,-2.0,,,0.0,,,,,-2.0,0.0,-2.0,-2.0,-4.0,,-4.0,0.0,,-4.0,-3.0,,,,,,,,-3.0
2025,,,"Schuljahre 11, 12 und 13",IGQ,ufcav,,,,,,,,-3.0,0.0,-3.0,,-3.0,,,-2.0,,-2.0,,,0.0,,,,,-2.0,0.0,-2.0,6.0,0.0,,0.0,0.0,,0.0,-3.0,,,,,,,,-3.0
2025,,,"Schuljahre 11, 12 und 13",IGQ,wmfql,,,,,,,,9.0,-4.0,0.0,,0.0,,,6.0,,-2.0,,,0.0,,,,,6.0,0.0,-2.0,0.0,12.0,,0.0,0.0,,0.0,9.0,,,,,,,,0.0
2025,,,"Schuljahre 11, 12 und 13",IGQ,ztcfv,,,,,,,,9.0,-4.0,0.0,,-3.0,,,6.0,,-2.0,,,0.0,,,,,6.0,0.0,6.0,6.0,-4.0,,0.0,0.0,,0.0,0.0,,,,,,,,-3.0
2025,,,Schuljahre 9 und 10,EQM,bvrsa,,,,,,,0.0,-4.0,0.0,0.0,6.0,0.0,,-2.0,-3.0,,0.0,,6.0,,,,,,-3.0,,9.0,-3.0,0.0,,,0.0,,,-4.0,,0.0,,0.0,,,,0.0
2025,,,Schuljahre 9 und 10,EQM,dyjhm,,,,,,,0.0,0.0,0.0,0.0,6.0,0.0,,6.0,-3.0,,0.0,,0.0,,,,,,0.0,,-3.0,0.0,0.0,,,0.0,,,0.0,,0.0,,0.0,,,,0.0
2025,,,Schuljahre 9 und 10,EQM,fspae,,,,,,,-2.0,0.0,0.0,-4.0,6.0,12.0,,-2.0,9.0,,-3.0,,6.0,,,,,,-3.0,,-3.0,-3.0,0.0,,,0.0,,,-4.0,,-2.0,,0.0,,,,-4.0
2025,,,Schuljahre 9 und 10,EQM,gbxav,,,,,,,6.0,-4.0,0.0,12.0,6.0,0.0,,6.0,9.0,,-3.0,,-2.0,,,,,,9.0,,0.0,-3.0,0.0,,,0.0,,,-4.0,,0.0,,0.0,,,,-4.0
2025,,,Schuljahre 9 und 10,EQM,iuknq,,,,,,,-2.0,-4.0,0.0,-4.0,-2.0,-4.0,,-2.0,9.0,,-3.0,,-2.0,,,,,,-3.0,,-3.0,-3.0,0.0,,,0.0,,,-4.0,,-2.0,,0.0,,,,-4.0
2025,,,Schuljahre 9 und 10,EQM,iyrzn,,,,,,,-2.0,0.0,0.0,-4.0,-2.0,0.0,,6.0,-3.0,,0.0,,6.0,,,,,,0.0,,0.0,9.0,0.0,,,0.0,,,-4.0,,-2.0,,0.0,,,,0.0
2025,,,Schuljahre 9 und 10,EQM,kzdvy,,,,,,,6.0,12.0,0.0,0.0,6.0,-4.0,,6.0,9.0,,9.0,,6.0,,,,,,-3.0,,0.0,9.0,0.0,,,0.0,,,-4.0,,6.0,,0.0,,,,0.0
2025,,,Schuljahre 9 und 10,EQM,lbyzc,,,,,,,6.0,0.0,0.0,0.0,6.0,-4.0,,-2.0,9.0,,0.0,,6.0,,,,,,9.0,,0.0,0.0,0.0,,,0.0,,,0.0,,-2.0,,0.0,,,,-4.0
2025,,,Schuljahre 9 und 10,EQM,nkceu,,,,,,,6.0,-4.0,0.0,12.0,-2.0,-4.0,,6.0,-3.0,,-3.0,,6.0,,,,,,9.0,,-3.0,9.0,0.0,,,0.0,,,-4.0,,-2.0,,0.0,,,,12.0
2025,,,Schuljahre 9 und 10,EQM,nlupw,,,,,,,6.0,-4.0,0.0,-4.0,-2.0,-4.0,,-2.0,-3.0,,9.0,,-2.0,,,,,,-3.0,,-3.0,-3.0,0.0,,,0.0,,,-4.0,,-2.0,,0.0,,,,-4.0
2025,,,Schuljahre 9 und 10,EQM,npvcq,,,,,,,-2.0,12.0,0.0,0.0,6.0,0.0,,6.0,0.0,,-3.0,,6.0,,,,,,-3.0,,0.0,0.0,0.0,,,0.0,,,-4.0,,6.0,,0.0,,,,0.0
2025,,,Schuljahre 9 und 10,EQM,ojcqa,,,,,,,0.0,-4.0,0.0,-4.0,6.0,0.0,,-2.0,9.0,,-3.0,,6.0,,,,,,0.0,,-3.0,0.0,0.0,,,0.0,,,-4.0,,6.0,,0.0,,,,12.0
2025,,,Schuljahre 9 und 10,EQM,pgxoq,,,,,,,-2.0,-4.0,0.0,0.0,-2.0,0.0,,6.0,9.0,,-3.0,,-2.0,,,,,,0.0,,-3.0,9.0,0.0,,,0.0,,,-4.0,,-2.0,,0.0,,,,-4.0
2025,,,Schuljahre 9 und 10,EQM,pribl,,,,,,,-2.0,0.0,0.0,0.0,-2.0,0.0,,6.0,-3.0,,9.0,,6.0,,,,,,9.0,,-3.0,9.0,0.0,,,0.0,,,-4.0,,6.0,,0.0,,,,0.0
2025,,,Schuljahre 9 und 10,EQM,prvdj,,,,,,,-2.0,0.0,0.0,0.0,6.0,0.0,,6.0,9.0,,0.0,,6.0,,,,,,-3.0,,-3.0,0.0,0.0,,,0.0,,,-4.0,,-2.0,,0.0,,,,12.0
2025,,,Schuljahre 9 und 10,EQM,rpazx,,,,,,,6.0,0.0,0.0,0.0,6.0,0.0,,6.0,9.0,,9.0,,6.0,,,,,,-3.0,,0.0,9.0,0.0,,,0.0,,,0.0,,-2.0,,0.0,,,,0.0
2025,,,Schuljahre 9 und 10,EQM,sbizm,,,,,,,6.0,-4.0,0.0,0.0,6.0,-4.0,,6.0,9.0,,-3.0,,6.0,,,,,,9.0,,-3.0,0.0,0.0,,,0.0,,,0.0,,6.0,,0.0,,,,0.0
2025,,,Schuljahre 9 und 10,EQM,stipv,,,,,,,-2.0,-4.0,0.0,-4.0,6.0,0.0,,-2.0,9.0,,9.0,,6.0,,,,,,-3.0,,9.0,9.0,0.0,,,0.0,,,-4.0,,-2.0,,0.0,,,,-4.0
2025,,,Schuljahre 9 und 10,EQM,tfbal,,,,,,,-2.0,-4.0,0.0,-4.0,6.0,0.0,,6.0,9.0,,0.0,,-2.0,,,,,,-3.0,,9.0,9.0,0.0,,,0.0,,,-4.0,,6.0,,0.0,,,,0.0
2025,,,Schuljahre 9 und 10,EQM,ubxwa,,,,,,,-2.0,-4.0,0.0,-4.0,6.0,-4.0,,-2.0,9.0,,-3.0,,-2.0,,,,,,-3.0,,9.0,9.0,0.0,,,0.0,,,-4.0,,-2.0,,0.0,,,,12.0
2025,,,Schuljahre 9 und 10,EQM,uzria,,,,,,,-2.0,-4.0,0.0,-4.0,6.0,0.0,,-2.0,9.0,,-3.0,,6.0,,,,,,-3.0,,-3.0,0.0,0.0,,,0.0,,,-4.0,,-2.0,,0.0,,,,0.0
2025,,,Schuljahre 9 und 10,EQM,vnjym,,,,,,,6.0,-4.0,0.0,0.0,6.0,-4.0,,6.0,9.0,,0.0,,-2.0,,,,,,-3.0,,-3.0,0.0,0.0,,,0.0,,,-4.0,,6.0,,0.0,,,,-4.0
2025,,,Schuljahre 9 und 10,EQM,wtboy,,,,,,,-2.0,-4.0,0.0,12.0,-2.0,-4.0,,-2.0,-3.0,,-3.0,,6.0,,,,,,9.0,,-3.0,-3.0,0.0,,,0.0,,,-4.0,,-2.0,,0.0,,,,-4.0
2025,,,Schuljahre 9 und 10,EQM,ybcux,,,,,,,6.0,0.0,0.0,-4.0,6.0,0.0,,-2.0,-3.0,,9.0,,-2.0,,,,,,-3.0,,0.0,9.0,0.0,,,0.0,,,0.0,,-2.0,,0.0,,,,-4.0
